"Orateur","Parti","Objet","Date","Texte"
"Le président","Présidence","25.602","Décembre 2025","Nous sommes dans un débat libre, la parole est aux groupes."
"Mme Aurélie Gressot","VertPOP","25.602","Décembre 2025","En préambule, nous aimerions vraiment remercier, en tant que commissaire, la commission Santé et le département pour ces travaux qui se sont bien déroulés. Maintenant, nous allons vous donner la position du groupe VertPOP. Notre groupe s'est réuni et a pris connaissance du rapport de la commission Santé qui met en lumière un enjeu devenu emblématique de notre époque, celui de produits jetables au marketing flashy, en créant une forte addiction qui cible nos jeunes et génère des déchets électroniques totalement disproportionnés. L'analyse menée par la commission le confirme : les puffs ont été conçues pour séduire les adolescents. Couleur néon, goût sucré, prix bas, discrétion, tout y est. Résultat, en Suisse, plus d'un jeune sur deux a déjà testé ces produits. Et une part importante de la jeunesse est déjà dépendante de la nicotine avant même d'avoir atteint la majorité. Pour le groupe VertPOP, cette banalisation de la nicotine dans l'espace public et surtout autour des écoles est incompatible avec l'objectif fondamental de la protection de la jeunesse. Au cœur de l'engagement VertPOP, il y a aussi la durabilité. Et ici, nous en sommes très loin. Une cigarette électronique intégrant du plastique, du lithium, des métaux rares et une batterie, pour un usage qui dure parfois moins d'une journée. Une aberration environnementale. Les puffs sont le symbole d'une économie du jetable que notre canton ne veut plus encourager. Elles sont difficilement recyclables dans les faits et finissent dans les déchets ordinaires. Nous ne pouvons pas défendre la transition écologique d'un côté et laisser se déverser des milliers de déchets électroniques de l'autre. Depuis la finalisation du rapport, les choses ont avancé très vite. Plusieurs cantons suisses ont déjà interdit la vente de puffs. Le canton de Genève a récemment accepté l'interdiction, le 29 août. Par ailleurs, la justice genevoise a rejeté les recours contre celle-ci le 4 novembre 2025. La loi est désormais pleinement applicable. Au niveau fédéral, on s'oriente désormais vers une interdiction nationale, car une motion a été acceptée par le Parlement en juin. L'Union européenne elle-même considère qu'il est légitime et nécessaire d'en sortir. Autrement dit, la société bouge, les politiques bougent, et nous devons, nous aussi, prendre notre responsabilité. Les adaptations légales proposées par la commission, qui sont en lien avec la protection contre la fumée passive, l'interdiction de la publicité, les achats tests sanctionnables, constituent un socle indispensable pour agir dès maintenant dans le cadre de nos compétences cantonales. Ces mesures sont cohérentes et applicables, et surtout utilement préventives. Elles marquent un tournant clair, celui d'une politique de santé publique qui place la jeunesse avant les intérêts d'un marché lucratif. S'agissant de la motion, elle ouvre la voie à un cadre cantonal clair en phase avec les évolutions fédérales. Pour le groupe VertPOP, l'interdiction des puffs n'est pas seulement souhaitable, elle est nécessaire, logique, et sera inévitable. C'est un message fort adressé à notre population : la protection de notre jeunesse et de notre environnement passe avant le profit. Pour toutes ces raisons, le groupe VertPOP votera sans réserve les modifications législatives proposées par la commission, ainsi que la motion pour l'interdiction des puffs. Et puisque la protection de la jeunesse ne s'arrête pas aux puffs, nous reviendrons, dans une seconde prise de parole, pour parler des sachets de nicotine, les snus. Séance du 2 décembre 2025, 13h30"
"Mme Brigitte Leitenberg","VL","25.602","Décembre 2025","Le groupe Vert'Libéral a lu avec intérêt ce rapport de la commission Santé visant à modifier la loi de santé (LS) et la loi sur la police du commerce (LPCom). Notre groupe remercie la commission Santé d'avoir pris à bras-le-corps cette problématique et ses conséquences pour renforcer la protection de la jeunesse en interdisant la commercialisation des puffs, celles-ci étant très attractives et très nocives pour la jeunesse. D'une part, ces cigarettes électroniques jetables contiennent des substances toxiques et elles rendent leurs consommateurs dépendants de la nicotine, ce qui représente un risque sanitaire sérieux et coûteux pour la santé comme pour la collectivité, tout comme les risques de la fumée passive. D'autre part, l'impact écologique et environnemental est au cœur des soucis du groupe Vert'Libéral, et il est un problème majeur dans le cadre de la collecte des déchets électroniques à usage unique. Si l'interdiction n'a pas d'impact sur la santé des consommateurs, qui peuvent se retourner vers les cigarettes rechargeables malheureusement, elle résout le problème des déchets électroniques inflammables. La vente des puffs aux mineurs est déjà interdite, il est donc difficile d'interdire la vente d'une manière générale en fonction des compétences fédérales et européennes. Mais il reste une petite marge de manœuvre au canton. Il est donc de notre ressort d'agir, puisque nous avons une petite possibilité, sans nuire à la liberté individuelle puisqu'il y a toujours une alternative avec les cigarettes rechargeables. Il nous semble tout à fait acceptable d'en limiter la publicité, d'interdire son usage dans les lieux publics fermés et, bien sûr, de contrôler et d'amender les contrevenants si nécessaire. D'autres cantons, comme notre préopinante l'a rappelé, ont franchi le pas. Suivons-les. Le groupe Vert'Libéral suivra la proposition de la commission Santé et soutiendra donc le projet de loi et la motion pour une interdiction de la vente des puffs dans le canton de Neuchâtel. Pour la motion 25.183, relative au snus, nous reviendrons pour prendre la parole."
"Mme Christiane Barbey","UDC","25.602","Décembre 2025","Le groupe UDC refusera le projet de loi 25.602. Les questions liées aux puffs, à la protection des mineurs et à l'encadrement de la vente et de la publicité ont déjà été réglées au niveau fédéral. Il est donc inutile que notre canton crée une réglementation supplémentaire, qui ferait doublon et ajouterait de la complexité administrative. Nous soutenons bien sûr la protection des jeunes, mais elle doit être appliquée dans le cadre des règles déjà adoptées par la Confédération. Quant aux adultes, ils sont libres de décider eux-mêmes s'ils souhaitent consommer ce type de produit. Pour ces raisons, le groupe UDC vous invite à refuser ce projet de loi, ainsi que la motion 25.117. Pour la seconde motion, nous reprendrons la parole ultérieurement."
"Mme Amina Chouiter Djebaili","S","25.602","Décembre 2025","Nous avons à nous prononcer aujourd'hui sur le rapport 25.602 de la commission Santé à l'appui d'un projet de loi qui modifie la loi de santé (LS) et la loi sur la police du commerce (LPCom) avec deux modifications substantielles. Ce projet de loi princeps avait été déposé et visait l'interdiction de la vente des cigarettes électroniques jetables dans tout le canton et, en tout cas, la mise en place des moyens pour limiter l'accès de ce type de produits, afin de protéger la jeunesse de cette nouvelle porte d'entrée vers le tabagisme et l'addiction. Après de multiples réunions de la commission Santé et en prenant en compte les limitations qu'imposerait le droit fédéral, ce projet de loi a été largement étoffé et modifié, pour qu'il devienne accessible au droit cantonal. Ainsi, trois changements nous ont été proposés par le biais de ce rapport : deux changements à l'article 50 de la loi de santé et un changement à l'article 25, alinéa 4, de la loi sur la police du commerce, comme présenté par la rapporteure de la commission. L'objectif de cette modification de l'article 25 permettrait de procéder à des achats tests et à des contrôles, et de sanctionner sur cette base, dans le respect des alinéas 1 et 3. Dans la troisième partie de ce rapport, nous avons étudié une motion, la motion 25.117, qui a émané de la commission et qui, malgré les limitations qui ont été émises par le service juridique de l'État de Neuchâtel et par le service cantonal de la santé publique, enjoint au Conseil d'État d'adapter les lois cantonales pour interdire la vente des cigarettes électroniques jetables, appelées puffs, sur le territoire du canton de Neuchâtel, le tout en cohérence avec les décisions prises par d'autres pays européens. Mais qu'est-ce que cette puff, cet objet si facile à manipuler, jetable, dont la popularité est si grande en particulier chez les jeunes ? Avec sa couleur, sa taille ne dépassant pas celle d'un surligneur, Séance du 2 décembre 2025, 13h30 passant dans des trousses, et sa teneur en produits chimiques, en arômes et en molécules addictives, elle est en haut de la liste des produits addictifs chez les jeunes entre 15 et 24 ans. C'est un concentré de produits chimiques variés, parfois même inconnus, associés à des concentrations de nicotine variables, peu visibles, le tout mis dans une mixture chauffée, et, qui plus est, chauffée par le biais d'une pile à lithium faisant partie intégrante de ce produit. Mais que souhaite cette jeunesse par cette consommation ? Une identité de groupe ? Un moyen d'épanouissement ? Eh oui, une méthode simple et accessible, mais largement addictive. En effet, la consommation de nicotine est à l'origine d'un processus complexe physiologique, qui implique des changements aussi bien physiques que psychiques. La nicotine agit sur le récepteur nicotinique du cerveau, engendrant une libération importante de dopamine, à l'origine d'un sentiment de plaisir. Cependant, ce sentiment est de courte durée et l'organisme devient rapidement dépendant de celui-ci. La banalisation de la consommation de la nicotine chez les jeunes conduit à une normalisation de ces substances et conduira inexorablement à une augmentation des problèmes de santé publique. Déjà en 2021, un rapport de l'Organisation mondiale de la santé (OMS) révèle que 40% des jeunes entre 15 et 25 ans ont déjà essayé la puff, avec un taux d'addiction à la nicotine en hausse de 15% en cinq ans. Comment combattre ce fléau environnemental de santé publique ? Par l'information et la sensibilisation des jeunes quant aux risques causés en consommant des puffs, et en limitant la publicité, ce qui est en cours. Par une législation claire, une législation stricte et soutenante, qui permettra un contrôle de l'interdiction de la vente de ces produits aux mineurs, ce qui est l'objectif de notre discussion aujourd'hui. En offrant d'autres choix à ces jeunes en quête d'identité, en les encourageant à adopter une activité saine et alternative, source d'épanouissement et de plaisir plus prolongé. Alors, bien que nous regrettions que ce rapport n'aboutisse qu'à de petits changements dans la loi de santé et dans la loi qui régit le commerce des produits du tabac, et que ne soient abordés que marginalement les effets néfastes et environnementaux de la puff, nous estimons au moins qu'il est un point de départ à de grands changements pour une lutte acharnée contre une pollution mentale, physique, psychique et environnementale, qui n'est plus à prouver et qui prend en otage une société par le biais de sa jeunesse. Vous l'aurez compris, notre groupe soutiendra à l'unanimité le projet de loi ainsi que les amendements qui sont proposés. Concernant la première motion, 25.117, déposée par la commission Santé, une majorité de notre groupe la soutiendra par ailleurs. Concernant la motion 25.183 relative au snus, nous proposons d'y revenir dans un second temps."
"Mme Michelle Grämiger","LR-LC","25.602","Décembre 2025","Notre groupe a suivi avec attention les travaux de la commission Santé et a débattu du projet de loi et de la motion relatifs aux cigarettes électroniques jetables, dites puffs. Nous saluons le travail sérieux mené par la commission et par le service juridique. Le projet présenté constitue un pas important pour la protection de la jeunesse et de la santé publique, en renforçant l'interdiction de l'usage du tabac et des cigarettes électroniques dans les lieux publics et aux abords des écoles, en permettant au canton de recourir à des achats tests et en clarifiant l'interdiction de publicité, en conformité avec le droit fédéral. Ces mesures traduisent la volonté politique de notre canton de mieux protéger les jeunes contre une banalisation inquiétante de la nicotine. Notre groupe soutiendra donc ce projet de loi à l'unanimité. La question de l'interdiction totale des puffs suscite davantage de débats. Les arguments sanitaires et environnementaux sont cependant indéniables. Sur le plan sanitaire, nous faisons face à une véritable explosion de la consommation chez les adolescents. Des études récentes montrent qu'une proportion alarmante de jeunes de 14 à 25 ans consomment déjà régulièrement des puffs. Ces produits, présentés sous des couleurs attractives et des arômes fruités, constituent une porte d'entrée vers la dépendance nicotinique. Sur le plan environnemental, le constat est tout aussi préoccupant. Ces produits sont à usage unique, fabriqués à partir de plastique et contenant des batteries au lithium, du cobalt et du nickel. Leur cycle de vie extrêmement court en fait un non-sens écologique : ce sont des déchets Séance du 2 décembre 2025, 13h30 dangereux et polluants qui, après chaque usage, finissent trop souvent dans les poubelles ordinaires ou dans la nature. Même si le cadre légal fédéral limite aujourd'hui la marge de manœuvre des cantons, nous considérons qu'il est de notre responsabilité d'envoyer un signal politique fort à Berne. En ce sens, la majorité de notre groupe soutient la motion demandant l'interdiction de la vente des puffs dans le canton. En ce qui concerne l'interdiction de la vente des sachets de nicotine, nous reprendrons la parole plus tard."
"Le président","Présidence","25.602","Décembre 2025","Nous donnons la parole au Conseil d'État."
"M. Frédéric Mairy","Département de la santé, de la jeunesse et des sports","25.602","Décembre 2025","Le Conseil d'État sera bref. L'essentiel des choses a déjà été dit. Nous souhaitons rappeler, effectivement, comme cela a été mentionné, que les travaux en commission ont été longs, mais néanmoins fructueux, avec l'évolution d'un projet de loi qui, au final, permet d'étoffer le cadre légal actuel, en lien notamment avec l'entrée en vigueur, depuis lors, de la loi sur les produits du tabac sur le plan fédéral, et la transformation de l'intention initiale en une motion que le Conseil d'État vous invite à accepter. Cela nous permettra, dans le délai de traitement de la motion, de suivre l'évolution du cadre fédéral, qui nous permettra ainsi de mettre à jour notre propre réglementation, en conformité avec ce qui aura été décidé par les Chambres fédérales. Dès lors, nous ne serons pas plus long que nécessaire pour vous appeler à suivre les propositions faites par la commission Santé."
"Le président","Présidence","25.602","Décembre 2025","Nous sommes toujours dans le cadre d'un débat libre, la parole peut donc maintenant être demandée par les membres du Grand Conseil qui le souhaitent."
"M. Mauro Moruzzi","VL","25.602","Décembre 2025","Nous n'allons pas rallonger le débat, il y a énormément d'arguments qui ont été donnés, mais il y en a un qui n'a pas été explicitement donné et qui cause des soucis à bien des communes : ces cigarettes électroniques, quand elles terminent dans les déchets, ce n'est pas seulement une pollution, mais elles provoquent des départs d'incendie dans les unités de traitement des déchets, ce qui a eu comme conséquence de faire exploser les coûts d'assurance pour les compagnies qui gèrent ce type de déchets, donc typiquement Vadec. À la fin, c'est un coût qui est répercuté sur le contribuable. C'est donc un argument qui s'ajoute à la longue liste des arguments qui plaident pour se débarrasser de ce fléau."
"Le président","Présidence","25.602","Décembre 2025","Nous n'avons plus de demande de prise de parole. Nous demandons peut-être encore au groupe UDC de clarifier s'il y a une opposition de sa part à l'entrée en matière. Non, ce n'est pas une opposition à l'entrée en matière, nous considérons donc que l'entrée en matière est acceptée. Débat article par article Loi modifiant loi de santé (LS) et la loi sur la police du commerce (LPCom) (Puff) Article premier. – Adopté. Articles 2 à 4. – Adoptés. Titre et préambule. – Adoptés. Séance du 2 décembre 2025, 13h30 On passe au vote final, à la majorité simple. Le projet de loi est adopté par 71 voix contre 27. Le président : – Nous poursuivons avec les motions rattachées à ce rapport. MOTIONS DSJS 25.117, ad 25.602 25.117, ad 25.602 18 février 2025 Motion de la commission Santé Pour une interdiction de la vente des cigarettes électroniques jetables, « puffs » Le Conseil d'État est chargé d'adapter les lois concernées pour interdire la vente des cigarettes électroniques jetables (appelées puffs) sur le territoire du canton de Neuchâtel. Développement Les cigarettes électroniques jetables, appelées puffs, se répandent rapidement parmi les jeunes. Un sondage dans une école jurassienne révèle que près de 50% des élèves de 13 à 16 ans ont déjà essayé ces produits et qu'un quart d'entre eux en consomment quotidiennement. Une étude d'Unisanté et de Promotion Santé Valais montre que 59% des jeunes de 14 à 25 ans en ont déjà consommé, dont 12% de manière régulière (10 jours ou plus sur 30 jours), notamment 9% des 14 à 17 ans. Ces dispositifs, au design coloré et aux arômes attirants, banalisent l'usage de la nicotine. Les puffs contiennent du propylène glycol et des glycérines végétales, des agents chimiques utilisés pour produire la vapeur, ainsi que des arômes parfois non régulés pouvant contenir des substances potentiellement toxiques. Ces composants, en plus de la nicotine, posent des risques accrus de dépendance et de problèmes pulmonaires chez les jeunes utilisateur-trice-s. Sur le plan environnemental, les puffs sont un véritable fléau. Elles contiennent des batteries au lithium, difficiles à recycler, ainsi que d'importantes quantités de plastique. Ces composants sont produits via des processus très consommateurs de ressources naturelles comme le pétrole et l'eau, tout en étant souvent extraits dans des conditions éthiques discutables. Une fois utilisées, les puffs finissent généralement dans les déchets ordinaires, contribuant ainsi à la pollution des sols et des eaux. Plusieurs pays, dont l'Australie (depuis le 1er janvier 2024), ainsi que la France, l'Allemagne et l'Angleterre, ont déjà pris des mesures pour interdire ces produits. Une motion fédérale visant à interdire ces dispositifs en Suisse a été déposée, mais le Conseil fédéral n'a proposé jusqu'à présent qu'une augmentation des taxes et une restriction de vente aux mineur-e-s, ce qui est insuffisant face à cette menace croissante. Nous demandons ainsi l'interdiction totale des puffs dans le canton de Neuchâtel pour protéger la jeunesse contre l'addiction précoce et préserver l'environnement. Premier signataire : Blaise Courvoisier, président de la commission Santé. La motion est combattue par le groupe UDC. Nous sommes dans le cadre d'un débat libre, la parole peut être demandée par qui veut la prendre. Nous pensons que les choses ont déjà été suffisamment exprimées… Cela semble être le cas, nous n'avons pas de demande de prise de parole. Nous allons donc directement procéder au vote. On passe au vote. La motion est acceptée par 70 voix contre 27. Séance du 2 décembre 2025, 13h30 DSJS 25.183, ad 25.602 25.183, ad 25.602 28 novembre 2025, 7h19 Motion Aurélie Gressot Pour une régulation stricte, voire une interdiction, de la vente des sachets de nicotine ou « snus » Le Conseil d'État est chargé d'adapter les lois concernées afin d'instaurer une régulation stricte, voire une interdiction, des sachets de nicotine ou « snus » sur le territoire du canton de Neuchâtel. Développement Bien qu'ils ne soient pas toujours perçus comme nocifs, les sachets de nicotine ou « snus » présentent des risques non négligeables, notamment chez les jeunes. Leur usage discret – le « snus » est glissé entre la lèvre inférieure et la gencive –, sans combustion, peut donner l'illusion de produits « inoffensifs ». Pourtant, leur forte teneur en nicotine favorise rapidement la dépendance. Des études montrent aussi des effets délétères sur la santé : des atteintes gingivales, des lésions buccales et une toxicité cellulaire liée aux arômes. En Allemagne, plus de 5% des élèves ont déjà essayé ces sachets, alors qu'en Finlande1, leur usage est fortement corrélé à la consommation d'autres produits nicotiniques. Par ailleurs, en France, les centres antipoison rapportent une hausse des cas d'intoxication chez les adolescents. Face à cette situation, Le Conseil d'État est chargé d'adapter les lois concernées afin d'instaurer une régulation stricte, voire une interdiction, de la vente des sachets de nicotine « snus » sur le territoire du canton de Neuchâtel. Sources : 1. Nicotine pouch use by sex, school type and tobacco product use among Finnish adolescents… – enquête menée en Finlande (prévalence chez les jeunes). 2. Nicotine pouch use and adolescents' and children's grades in School… – lien entre l'usage des sachets de nicotine et des performances scolaires plus faibles. 3. Chemical characterization of tobacco-free “modern” oral nicotine pouches… – étude des teneurs toxiques des sachets de nicotine, comparaison avec d'autres produits. 4. Oral nicotine pouches… in vitro toxicity in human gingival fibroblasts – étude de toxicité cellulaire sur des cellules gingivales. 5. Snus use in adolescents : a threat to oral health – effets du snus sur la santé buccale des jeunes. 6. Use of nicotine pouches in childhood and adolescence – étude allemande sur l'usage des sachets de nicotine chez les enfants et adolescents. 7. Snus and cardiometabolic health markers among Swedish young adults – santé métabolique liée à l'usage du snus. 8. Les dentistes sont affolés, article du Blick, du 16 avril 2024, sur l'augmentation de la consommation du snus chez les jeunes et ses effets bucco-dentaires. Première signataire : Aurélie Gressot. Autres signataires : Barbara Blanc, Niel Smith, Laurence Castillon, Catherine Loetscher, Céline Barrelet, Monique Erard, Patrick Erard, Yves Pessina, Julien Gressot, Patricia Sörensen, Nathalie Ljuslin, Katia Della Pietra, Célia Jeanneret, Romain Dubois, Fabienne Robert-Nicoud, Sandrine Chauvy, Blaise Courvoisier. Nous allons procéder au débat sur cette motion, qui est combattue si nous avons bien suivi les débats. Nous invitons la première signataire à développer la motion."
"Mme Aurélie Gressot","VertPOP","25.602","Décembre 2025","Après avoir discuté des enjeux des puffs, nous souhaitons attirer votre attention sur un autre produit nicotiné qui se répand à grande vitesse parmi les jeunes : les sachets de nicotine, plus connus sous le nom de snus ; nous ne savons pas si nous prononçons bien ce mot. Ces sachets se glissent discrètement sous les lèvres, sont sans fumée, sans odeur, sans vapeur. Et c'est précisément ce qui les rend dangereux, donnant l'illusion d'un produit safe, voire une alternative cool au tabac ou au vapotage. Or, les études sont très claires : leur teneur en nicotine est extrêmement élevée, la dépendance peut s'installer en quelques jours et les arômes chimiques ajoutés ne sont pas sans risque. Les rapports scientifiques cités dans la motion montrent Séance du 2 décembre 2025, 13h30 les atteintes gingivales, les lésions buccales, une toxicité cellulaire et même des impacts sur les performances scolaires chez les adolescents, des éléments qui doivent nous préoccuper. Le snus, ce n'est pas une habitude innocente, c'est une addiction rapide, silencieuse et durable. En Allemagne, plus de 5% des élèves ont déjà essayé les sachets de nicotine. En Finlande, leur consommation est fortement corrélée à l'usage d'autres produits nicotiniques. En France, les centres antipoison tirent la sonnette d'alarme : les intoxications d'adolescents se multiplient. Et chez nous, en Suisse ? Nous n'avons aucun chiffre, et c'est bien là le problème. Mais les dentistes, les hygiénistes dentaires, les parents, les enseignants, tous constatent une hausse fulgurante de la consommation de ces produits. Les témoignages affluent : c'est discret, cela circule dans les écoles et cela s'achète facilement, quoi qu'on en dise, parfois en ligne, parfois dans les kiosques, sans forcément de contrôles. Nous ne pouvons pas rester immobiles en attendant que les dégâts soient documentés noir sur blanc. La prévention, c'est agir maintenant. D'un côté, nous nous battons contre les puffs pour protéger les jeunes de la nicotine et pour réduire les déchets toxiques. De l'autre, nous laisserions se répandre un produit tout aussi addictif, vendu en petites boîtes en plastique jetables, bourré d'arômes chimiques ? Pour le groupe VertPOP, il y a un principe simple : nous ne voulons pas remplacer la dépendance par une autre. Il faut agir. Cette motion demande donc au Conseil d'État d'adapter ses lois cantonales pour instaurer une régulation stricte, voire une interdiction de la vente de ces sachets. Nous voulons un cadre ambitieux, mais aussi adapté aux lois fédérales ; nous demandons au Conseil d'État un mandat clair et ambitieux. Mesdames, Messieurs, le snus et les puffs, ce sont deux faces d'un même phénomène d'addiction, un marché très lucratif qui s'attaque à nos jeunes avec des produits colorés, aromatisés, faciles à cacher et très addictifs. Aujourd'hui, avec cette motion, nous posons une ligne claire : la santé de nos jeunes, la santé publique, n'est pas négociable. Pour toutes ces raisons, nous vous invitons donc à soutenir cette motion visant à limiter strictement et, dans l'idéal, interdire la vente de ces sachets dans notre canton."
"Le président","Présidence","25.602","Décembre 2025","Nous sommes dans le cadre d'un débat libre, la parole est aux groupes."
"Mme Brigitte Leitenberg","VL","25.602","Décembre 2025","Concernant cette motion 25.183 relative au snus, qui, dans un sprint final, est venue se raccrocher à celle sur les puffs, même si le sujet est intéressant au niveau de la prévention santé, nous la rejetterons. Non pas que nous ne soyons pas concernés par la santé de notre jeunesse, mais pour d'autres raisons. Nous regrettons cette manière de nous imposer un objet, et notre groupe n'a reçu aucune information de la commission Santé, même si nous y siégeons en tant qu'invités. Même si une demande de rattachement des deux objets nous avait été envoyée mercredi dernier, la commission Santé, à notre connaissance, n'en a pas débattu durant ses dernières séances. Nous n'avons pas de chiffres de la consommation en Suisse. Et même si les lésions buccales sont constatées, nous n'avons pas eu de discussion avec le Conseil d'État, ni avec le service de la santé publique spécifiquement sur ce produit nicotinique, pas de conclusions de la commission, et nous nous réjouissons également d'avoir l'avis du Conseil d'État sur ce produit et sur cette action. Nous regrettons ce passage en force, même si l'utilisation de ce produit, pour nous, mérite d'être traitée individuellement. Elle n'est pas en lien avec les puffs pour ce qui est des conséquences aussi bien au niveau écologique qu'au niveau de la fumée passive et sur les méfaits sur la santé. Nous avons eu vent également que plusieurs cantons, dans des décisions exclusivement de santé publique, ont été déboutés, puisqu'il s'agit de prérogatives fédérales. En suivant ce même raisonnement, si l'on voulait aller plus loin dans la prévention santé de nos jeunes, nous devrions aussi déposer une motion pour interdire le vin, les boissons sucrées, colorées, flashy, alcoolisées, et même non alcoolisées sucrées, et toutes les formes d'alcool attractives pour les jeunes qui sont en vente libre. Le snus, même s'il peut être addictif, ne provoque pas les effets dangereux de la fumée passive de la cigarette électronique, et n'a pas les mêmes conséquences en termes de pollution et de risques d'incendie dans le cadre de la gestion des déchets. Pour toutes ces raisons, nous n'accepterons pas aujourd'hui cette motion. Séance du 2 décembre 2025, 13h30"
"Mme Michelle Grämiger","LR-LC","25.602","Décembre 2025","Même si les sachets de nicotine – snus – présentent des risques réels pour la santé, notamment chez les jeunes, pour la majorité de notre groupe, une interdiction totale dans le canton de Neuchâtel ne serait pas la solution la plus adaptée. Dans une société fondée sur la liberté et la responsabilité individuelles, l'État ne doit pas tout interdire dès qu'un produit est potentiellement dangereux. De plus, l'histoire des interdictions strictes montre qu'elles conduisent souvent à des effets pervers – marché noir, produits non contrôlés, consommation clandestine –, parfois plus dangereux encore. Une régulation stricte centrée sur la protection des mineurs, la transparence des produits et les campagnes de prévention serait une réponse plus équilibrée et respectueuse. Une politique publique efficace combine information, encadrement et responsabilisation, pas la prohibition systématique. En conclusion, notre groupe votera en majorité contre cette motion."
"M. Raymond Clottu","UDC","25.602","Décembre 2025","Nous sommes quand même stupéfait. Nous allons parler pour une majorité de notre groupe : nous sommes sous l'influence d'une gauche, plus particulièrement le groupe VertPOP, qui nage en pleine schizophrénie législative. Nous assistons à un double standard moral totalement – nous disons bien totalement – inacceptable. Nous nous expliquons. D'un côté, face au tabac, d'une manière générale – et maintenant plus exactement concernant les sachets de nicotine, le snus, commercialisé en Suisse, nous tenons à le préciser, conformément à la législation fédérale sur les produits du tabac, qui interdit leur remise aux mineurs, donc produits légaux –, la politique est celle de la punition totale, visant à interdire ou réguler strictement ces produits. Mesdames, Messieurs, le message est clair : la consommation doit être éradiquée par la contrainte, en mettant en place un paternalisme de l'État qui nie la responsabilité de l'adulte en l'infantilisant. D'autre part, interdire sur le territoire neuchâtelois ce genre de produit serait non seulement inefficace, mais contre-productif, sans parler, bien sûr, des problématiques liées à la constitutionnalité, notamment la compatibilité d'une telle interdiction avec le droit supérieur. Cela risquerait de pousser les consommateurs vers le marché noir. C'est cela que l'on veut ? En lieu et place de cette loi cantonale, inutile, il serait plus judicieux de renforcer l'application de la loi fédérale, notamment par des contrôles d'âge rigoureux, comme, du reste, le prévoit la législation, et par une sensibilisation accrue des détaillants. De l'autre côté, face au cannabis ou à la décriminalisation des drogues dures, le discours change radicalement. Soudain, cette même gauche devient pragmatique et ultralibérale, voire angélique. Il faut légaliser pour réguler, il faut normaliser pour la santé publique, donc plus de risques pour nos jeunes. Le message est clair : là aussi, la consommation de stupéfiants doit être gérée et facilitée par un pseudo-encadrement. Où est la cohérence ? Où est cette cohérence et quelle contradiction, Mesdames, Messieurs ! Comment peut-on rendre le tabac et ses produits dérivés légaux et réglementés, inatteignables en les interdisant, tout en s'empressant de rendre le cannabis et ses produits dérivés, illicites hier, facilement accessibles, légaux et encadrés aujourd'hui et demain ? Cette hypocrisie, c'est une hypocrisie fondamentale. Cette gauche punit les vices qui ne correspondent pas à son idéologie et normalise ceux qui sont à la mode. Mesdames, Messieurs, nous, cela ne nous fait pas rire, cela nous inquiète. Nous aimerions juste un peu de cohérence et, s'il vous plaît, un peu de bon sens."
"Mme Amina Chouiter Djebaili","S","25.602","Décembre 2025","Nous sommes désolée, mais nous n'étions pas présente à la réunion de préparation. Nous espérons donc que nos collègues ne seront pas offusqués par nos propos. Concernant cette motion 25.183 liée au projet de loi modifiant la loi de santé qui demande que le Conseil d'État se charge d'adapter les lois concernées afin d'instaurer une régulation stricte, voire une interdiction des sachets de nicotine ou snus sur le territoire du canton de Neuchâtel, une majorité du groupe la soutiendra, même s'il apparaît clairement que ce sujet aurait gagné à être discuté en commission pour avoir la vision du Conseil d'État, de certains professionnels de la santé et de structures associatives. Peut-être que ceux-ci considéreraient que le snus est un produit du tabac qui est régi par les mêmes règles que les autres produits du tabac, au niveau tant fédéral que cantonal, malgré le fait que le sujet soit tellement d'actualité. La loi neuchâteloise sur le tabagisme interdit de fumer dans tous les lieux publics fermés depuis le 1er avril 2009, avec des exceptions pour les fumoirs soumis à autorisation. Des restrictions supplémentaires ont été mises en place, Séance du 2 décembre 2025, 13h30 notamment l'interdiction de la vente aux mineurs de moins de 15 ans, appliquée dès le 1er avril 2021 et étendue au niveau national depuis octobre 2024. Notre groupe considère que, oui, le snus est un produit addictif, oui, c'est un produit toxique, comme tous les produits dérivés du tabac, mais avec différents niveaux, et pour lesquels une action globale et coordonnée, concertée avec les milieux de la santé, doit être initiée afin de mettre en place un plan stratégique d'action. Par ailleurs, pour nous, il est aussi important que le volet préventif soit valorisé. Toujours est-il que notre groupe sera partagé par rapport à l'acceptation de cette motion, avec une préférence pour le « oui » dans le contexte d'une unité de matière avérée, qui nous permettra de travailler sur le sujet."
"Le président","Présidence","25.602","Décembre 2025","La parole est maintenant au Conseil d'État."
